iter	Logloss
166	0.06254326
167	0.06158491119
168	0.06102531466
169	0.06048302212
170	0.05923862324
171	0.05853392821
172	0.05761366831
173	0.05711824234
174	0.0560062687
175	0.0549724458
176	0.0539826306
177	0.05305607491
178	0.05247224712
179	0.0515997146
180	0.05076954671
181	0.05003100708
182	0.0492805042
183	0.04877163842
184	0.04805965484
185	0.04757114043
186	0.04690161888
187	0.04625599558
188	0.04581109931
189	0.04537017089
190	0.04482257531
191	0.04436161912
192	0.04379585246
193	0.04344395419
194	0.04303987689
195	0.04266410865
196	0.04234082104
197	0.04194599579
198	0.04158711057
199	0.04134129198
200	0.0409830131
201	0.04067381877
202	0.04026569507
203	0.03993635043
204	0.03971391801
205	0.03944788
206	0.03919325861
207	0.03894858357
208	0.03870580292
209	0.03859314785
210	0.03838768012
211	0.037946736
212	0.03760413062
213	0.03713003621
214	0.03673555967
215	0.03620221444
216	0.03590181348
217	0.03561681271
218	0.03538680899
219	0.03510449429
220	0.03468158302
221	0.03433560984
222	0.03407801649
223	0.03372065495
224	0.03348149344
225	0.0331618344
226	0.03284384669
227	0.03254995515
228	0.03235309231
229	0.03211509947
230	0.03189840363
231	0.03172607363
232	0.03143589548
233	0.03117342949
234	0.03077505735
235	0.03058737743
236	0.03037182828
237	0.03019888567
238	0.02983317059
239	0.02968086837
240	0.02943181706
241	0.0290928748
242	0.02877155699
243	0.02848467124
244	0.0283191554
245	0.02813480246
246	0.02783873692
247	0.02768167202
248	0.02733279913
249	0.02705757505
250	0.02679787053
251	0.02655159326
252	0.02634109268
253	0.02613186916
254	0.02601307381
255	0.02579148333
256	0.02561938581
257	0.02545394537
258	0.02526619948
259	0.02515628704
260	0.02497004127
261	0.02481578811
262	0.02463720317
263	0.02434556259
264	0.02417119055
265	0.02400158433
266	0.02386200564
267	0.02372290133
268	0.02358941423
269	0.02349279238
270	0.02333640449
271	0.0231911709
272	0.02306090866
273	0.02292260389
274	0.02278388915
275	0.02259755227
276	0.02247595774
277	0.0223223926
278	0.0222346992
279	0.02213748044
280	0.02202537515
281	0.02187704393
282	0.02179261153
283	0.02167658394
284	0.02155136242
285	0.021444623
286	0.02136419145
287	0.02122460647
288	0.02098757026
289	0.02090113351
290	0.0208157602
291	0.02071786914
292	0.02059378959
293	0.02048942209
294	0.02041065402
295	0.02031043345
296	0.0202187235
297	0.02014006853
298	0.0200157942
299	0.0198871876
300	0.01975781129
301	0.01964754227
302	0.01955703871
303	0.01946463604
304	0.01933800236
305	0.01926966287
306	0.01920034006
307	0.01908933904
308	0.01902363065
309	0.01895299622
310	0.01885349507
311	0.01877766441
312	0.01864972225
313	0.0185356833
314	0.01843270753
315	0.01830442451
316	0.01821540693
317	0.01810919844
318	0.01803046022
319	0.0179354453
320	0.01784174985
321	0.01776755126
322	0.01767601253
323	0.01758685044
324	0.0175069451
325	0.01741965697
326	0.01735556651
327	0.01728412625
328	0.01719812148
329	0.01708447208
330	0.01700156651
331	0.01689827658
332	0.01682446597
333	0.0167450633
334	0.01663899618
335	0.01656090042
336	0.01647893418
337	0.01640810968
338	0.01630781057
339	0.01626440605
340	0.01618958384
341	0.0161161895
342	0.01604551736
343	0.01595694118
344	0.01589138201
345	0.01583181547
346	0.01576374145
347	0.0156726237
348	0.01560641893
349	0.01555161351
350	0.01548719004
351	0.01541985586
352	0.01531277401
353	0.01521019723
354	0.01516295052
355	0.01510252318
356	0.01502954196
357	0.01496669872
358	0.01486852177
359	0.01479247276
360	0.01471897789
361	0.01464852095
362	0.01460620814
363	0.01456436815
364	0.014535558
365	0.0144416395
366	0.01437502476
367	0.01430991013
368	0.01421900915
369	0.01415222947
370	0.0141039319
371	0.01402909084
372	0.01396814356
373	0.01394342379
374	0.0138936308
375	0.01384529867
376	0.01380604108
377	0.01375978713
378	0.01370139241
379	0.01364842954
380	0.01356370968
381	0.01351355542
382	0.01344619454
383	0.01340919734
384	0.01336103171
385	0.01332473196
386	0.01328123476
387	0.01323381056
388	0.01318383222
389	0.01310661296
390	0.01305383859
391	0.01301957852
392	0.01298483543
393	0.01294008317
394	0.01286733992
395	0.01280578474
396	0.01274641298
397	0.01269160285
398	0.01263521562
399	0.01260228524
400	0.01253650066
401	0.01249799157
402	0.01243921514
403	0.01240764037
404	0.01235336745
405	0.01228518033
406	0.01222969631
407	0.01218080497
408	0.0121273363
409	0.01208999667
410	0.01201695497
411	0.01197653263
412	0.01192979958
413	0.01189375272
414	0.01186039666
415	0.01183097781
416	0.01180248575
417	0.01176776465
418	0.01171875079
419	0.01165016782
420	0.01161872421
421	0.0115757069
422	0.01154872673
423	0.01151513112
424	0.01146923138
425	0.01143075291
426	0.01138419186
427	0.01132057029
428	0.01128988302
429	0.01126362699
430	0.01122552081
431	0.01119457671
432	0.01116015014
433	0.011116338
434	0.01108731579
435	0.01102653266
436	0.01099104972
437	0.01096262049
438	0.01092944506
439	0.01090215231
440	0.01087916906
441	0.01084494748
442	0.01081203909
443	0.01078301687
444	0.01072726739
445	0.01069576095
446	0.01067019844
447	0.01063369919
448	0.01060299621
449	0.01057559978
450	0.01055374751
451	0.01052855728
452	0.01049885648
453	0.01045054791
454	0.01042466809
455	0.01039129239
456	0.0103666645
457	0.01033303355
458	0.01031022309
459	0.01028724612
460	0.0102604034
461	0.01023146444
462	0.01019848065
463	0.01014859578
464	0.01012600601
465	0.01008200538
466	0.01005941326
467	0.01002891763
468	0.01000435101
469	0.009982775985
470	0.009951361434
471	0.009931558281
472	0.009909958912
473	0.00988656254
474	0.009855517914
475	0.009830016662
476	0.009798541635
477	0.009779670756
478	0.009758794742
479	0.009732537147
480	0.009700610513
481	0.009678133849
482	0.009652018412
483	0.009631754228
484	0.009607321909
485	0.009581976167
486	0.009562996117
487	0.009543244016
488	0.009517980741
489	0.009498207434
490	0.009480674096
491	0.009437645004
492	0.009408093429
493	0.00938062003
494	0.009353560539
495	0.009332684525
496	0.009288135679
497	0.009269497279
498	0.009248964487
499	0.009225081951
500	0.009206678386
501	0.009184664324
502	0.00916127188
503	0.009142810981
504	0.009116364889
505	0.009089488397
506	0.00906628602
507	0.009046363486
508	0.009023425004
509	0.009005989056
510	0.008988357543
511	0.008965781132
512	0.008943154456
513	0.008920923622
514	0.008904925748
515	0.008884156549
516	0.00885851314
517	0.008839398785
518	0.008817373728
519	0.008800673702
520	0.008785308862
521	0.008767261086
522	0.008745428452
523	0.008728914567
524	0.008707674912
525	0.008688713712
526	0.008667436357
527	0.008630828721
528	0.008610293573
529	0.00859091768
530	0.008552828773
531	0.008535370834
532	0.008519639211
533	0.008496549932
534	0.008480059609
535	0.008459954862
536	0.008439775501
537	0.008420972167
538	0.008384556954
539	0.008369363332
540	0.008349704693
541	0.008330380637
542	0.00830809404
543	0.008291677545
544	0.008262451127
545	0.008247225303
546	0.008232392966
547	0.008213695661
548	0.008179043678
549	0.008161337552
550	0.008147239567
551	0.008128663214
552	0.008110185036
553	0.008096592851
554	0.008079845702
555	0.008061369095
556	0.008047392848
557	0.008030057431
558	0.008012456549
559	0.007999147894
560	0.007981869027
561	0.007950137173
562	0.007935132833
563	0.007921353722
564	0.007903864366
565	0.007886844682
566	0.007870370068
567	0.007853687322
568	0.007838751312
569	0.007818974863
570	0.007805109357
571	0.00779230179
572	0.007772127141
573	0.007758465055
574	0.007746056472
575	0.007725761657
576	0.007708960315
577	0.007695669725
578	0.007679129137
579	0.007660343081
580	0.00763055667
581	0.007615217748
582	0.00760271099
583	0.007589346572
584	0.007569865434
585	0.007551722624
586	0.00752307976
587	0.007502361613
588	0.007482883617
589	0.007464103059
590	0.007456338565
591	0.007438283719
592	0.007430585198
593	0.007424392295
594	0.007416681208
595	0.00741027389
596	0.007403857932
597	0.007397412915
598	0.007376974371
599	0.007369820135
600	0.007362290476
601	0.007356366181
602	0.007340398151
603	0.0073214558
604	0.00731517022
605	0.007299587823
606	0.007292549041
607	0.00728651636
608	0.007271002293
609	0.007263846486
610	0.007245603929
611	0.00723076688
612	0.007224855937
613	0.007201445428
614	0.007194485186
615	0.007177117569
616	0.007170908957
617	0.007155841785
618	0.007149034697
619	0.007143564365
620	0.007132858536
621	0.00712211108
622	0.007099880247
623	0.007081204933
624	0.007066835984
625	0.007052696373
626	0.007035539243
627	0.007028922222
628	0.007022810216
629	0.007016678574
630	0.006998835788
631	0.006982475842
632	0.006968273399
633	0.006957904507
634	0.006941660801
635	0.00692415888
636	0.006907070866
637	0.006890088881
638	0.006884188148
639	0.006867217944
640	0.006854512479
641	0.006842048132
642	0.006826090313
643	0.006820204502
644	0.006813775193
645	0.006807991485
646	0.006802592624
647	0.006789619337
648	0.006777117291
649	0.006761388024
650	0.006745670538
651	0.006733927977
652	0.00671835579
653	0.006712580722
654	0.006706807224
655	0.006670047219
656	0.006650172595
657	0.006644483135
658	0.006638944473
659	0.006633926533
660	0.006623995897
661	0.006611742824
662	0.006606131904
663	0.006594222052
664	0.006585323436
665	0.006574474271
666	0.006558691204
667	0.006539579206
668	0.006525136036
669	0.006519137913
670	0.006503516246
671	0.006491686898
672	0.006480092778
673	0.006465112393
674	0.006451051322
675	0.006429917304
676	0.006419288052
677	0.006410072525
678	0.006395879507
679	0.006384711861
680	0.006374690118
681	0.006363073221
682	0.006357695566
683	0.006353167325
684	0.006348181979
685	0.006334826593
686	0.006326318322
687	0.006315875995
688	0.00631127589
689	0.006306367906
690	0.006292853868
691	0.006272965499
692	0.006253423493
693	0.006239598829
694	0.006231204048
695	0.00621177946
696	0.006202214822
697	0.006191814122
698	0.006181446409
699	0.006176418258
700	0.006172131528
701	0.006158877852
702	0.006151103147
703	0.006142679699
704	0.006124396302
705	0.006115971676
706	0.006097786846
707	0.006084993416
708	0.006073570514
709	0.006064143321
710	0.006054336778
711	0.006044321319
712	0.006039610078
713	0.006035428592
714	0.006027236839
715	0.006015229989
716	0.006010687218
717	0.006006241837
718	0.005993726832
719	0.005986344829
720	0.005978526927
721	0.00596920969
722	0.005951708947
723	0.005934390417
724	0.005925697968
725	0.005917663295
726	0.005905944689
727	0.005896505715
728	0.005892220163
729	0.005879095293
730	0.005867088836
731	0.005850848664
732	0.005829578379
733	0.005819339472
734	0.005809352679
735	0.005797404343
736	0.005793307288
737	0.005789613145
738	0.005773774707
739	0.005764194753
740	0.005756914066
741	0.005747157004
742	0.005738151573
743	0.005728503682
744	0.005720334705
745	0.005709439201
746	0.005702115317
747	0.005697948754
748	0.005686395082
749	0.005675402974
750	0.005671126062
751	0.005659888515
752	0.00565626545
753	0.005652392628
754	0.005640754526
755	0.005629906539
756	0.005625843649
757	0.005622248859
758	0.005606913471
759	0.005596436587
760	0.005583058424
761	0.005572346705
762	0.005561811308
763	0.005546826603
764	0.005536786011
765	0.005532700737
766	0.005522250556
767	0.005512140063
768	0.005500944142
769	0.005490885486
770	0.005480640688
771	0.005476573871
772	0.005472808649
773	0.005460257908
774	0.005449970306
775	0.005439604164
776	0.005429801548
777	0.005419586989
778	0.005409664207
779	0.005406208826
780	0.005396114041
781	0.005384332995
782	0.005374219752
783	0.005364416351
784	0.005354832078
785	0.005351730914
786	0.005341932225
787	0.005332569043
788	0.00532736457
789	0.005324288146
790	0.005312786311
791	0.005303259764
792	0.005293999862
793	0.00528901059
794	0.005284391242
795	0.005274627111
796	0.005265715928
797	0.005256268314
798	0.00525128179
799	0.005248382082
